image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00061_close_asset_565f2f8c61c441ed.png,close,reviewed,ads2/assets/2_communication,asset_565f2f8c61c441ed,ads2\assets\2_communication,review_asset,action_target,,,,,file_d25e2902dcb4f98d,asset_565f2f8c61c441ed,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_101333.png,ads2\assets\2_communication\crop_20260607_101333.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00062_close_asset_649d289a08c9fe33.png,close,reviewed,ads2/assets/2_communication,asset_649d289a08c9fe33,ads2\assets\2_communication,review_asset,action_target,,,,,file_c16a6abca2852416,asset_649d289a08c9fe33,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_145346.png,ads2\assets\2_communication\crop_20260607_145346.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00063_close_asset_44c737edef3fcbb0.png,close,reviewed,ads2/assets/2_communication,asset_44c737edef3fcbb0,ads2\assets\2_communication,review_asset,action_target,,,,,file_c67d8401d09d7918,asset_44c737edef3fcbb0,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_150413_0.png,ads2\assets\2_communication\crop_20260607_150413_0.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00064_close_asset_600c1aa4b826d2ff.png,close,reviewed,ads2/assets/2_communication,asset_600c1aa4b826d2ff,ads2\assets\2_communication,review_asset,action_target,,,,,file_b6c83457af3bd52e,asset_600c1aa4b826d2ff,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_153732_2.png,ads2\assets\2_communication\crop_20260607_153732_2.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00065_close_asset_59b134576fd486a2.png,close,reviewed,ads2/assets/2_communication,asset_59b134576fd486a2,ads2\assets\2_communication,review_asset,action_target,,,,,file_d93b2cf78e0093cb,asset_59b134576fd486a2,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_154252_0.png,ads2\assets\2_communication\crop_20260607_154252_0.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00066_close_asset_acdbf97adac6c560.png,close,reviewed,ads2/assets/2_communication,asset_acdbf97adac6c560,ads2\assets\2_communication,review_asset,action_target,,,,,file_e6d56513f1247c4a,asset_acdbf97adac6c560,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_161637_1.png,ads2\assets\2_communication\crop_20260607_161637_1.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00067_close_asset_38da3057c3705cb4.png,close,reviewed,ads2/assets/2_communication,asset_38da3057c3705cb4,ads2\assets\2_communication,review_asset,action_target,,,,,file_1225b16c8287b0db,asset_38da3057c3705cb4,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_163135_0.png,ads2\assets\2_communication\crop_20260607_163135_0.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00068_close_asset_ba122ebcde3b79b0.png,close,reviewed,ads2/assets/2_communication,asset_ba122ebcde3b79b0,ads2\assets\2_communication,review_asset,action_target,,,,,file_8eeb737b221cd6a9,asset_ba122ebcde3b79b0,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_164029_0.png,ads2\assets\2_communication\crop_20260607_164029_0.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00069_close_asset_f54277695108c8b6.png,close,reviewed,ads2/assets/2_communication,asset_f54277695108c8b6,ads2\assets\2_communication,review_asset,action_target,,,,,file_53514e3d3d6c8a19,asset_f54277695108c8b6,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_165932_0.png,ads2\assets\2_communication\crop_20260607_165932_0.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00070_close_asset_00f02ef77adb18c4.png,close,reviewed,ads2/assets/2_communication,asset_00f02ef77adb18c4,ads2\assets\2_communication,review_asset,action_target,,,,,file_3851888fbc2dbeca,asset_00f02ef77adb18c4,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260613_064842.png,ads2\assets\2_communication\crop_20260613_064842.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00071_close_asset_5b3fbaac886e6b1c.png,close,reviewed,ads2/assets/2_communication,asset_5b3fbaac886e6b1c,ads2\assets\2_communication,review_asset,action_target,,,,,file_74afff5307f342ee,asset_5b3fbaac886e6b1c,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260613_153604.png,ads2\assets\2_communication\crop_20260613_153604.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00072_close_asset_814457f65714bfe8.png,close,reviewed,ads2/assets/2_communication,asset_814457f65714bfe8,ads2\assets\2_communication,review_asset,action_target,,,,,file_a34773104b4e75d6,asset_814457f65714bfe8,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260613_154118.png,ads2\assets\2_communication\crop_20260613_154118.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00073_close_asset_44aa502360ac075b.png,close,reviewed,ads2/assets/2_communication,asset_44aa502360ac075b,ads2\assets\2_communication,review_asset,action_target,,,,,file_c90ce0fc42f899f2,asset_44aa502360ac075b,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260614_155157.png,ads2\assets\2_communication\crop_20260614_155157.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00074_close_asset_781a510f3a857316.png,close,reviewed,ads2/assets/2_communication,asset_781a510f3a857316,ads2\assets\2_communication,review_asset,action_target,,,,,file_6bf79d2c60c74afe,asset_781a510f3a857316,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260615_082502.png,ads2\assets\2_communication\crop_20260615_082502.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00075_close_asset_7513f11f0e141a8c.png,close,reviewed,ads2/assets/2_communication,asset_7513f11f0e141a8c,ads2\assets\2_communication,review_asset,action_target,,,,,file_984c7f5da1e5c135,asset_7513f11f0e141a8c,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260615_092805.png,ads2\assets\2_communication\crop_20260615_092805.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00076_close_asset_b7e64faadd9ca7c4.png,close,reviewed,ads2/assets/2_communication,asset_b7e64faadd9ca7c4,ads2\assets\2_communication,review_asset,action_target,,,,,file_16fe2d8c8d8e98c4,asset_b7e64faadd9ca7c4,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260617_104135.png,ads2\assets\2_communication\crop_20260617_104135.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00077_close_asset_5d7e57a62103e2c1.png,close,reviewed,ads2/assets/2_communication,asset_5d7e57a62103e2c1,ads2\assets\2_communication,review_asset,action_target,,,,,file_2304217997c3513c,asset_5d7e57a62103e2c1,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260624_122449.png,ads2\assets\2_communication\crop_20260624_122449.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00078_close_asset_9fdb4db2e3fe6848.png,close,reviewed,ads2/assets/2_communication,asset_9fdb4db2e3fe6848,ads2\assets\2_communication,review_asset,action_target,,,,,file_689a5155897e9f57,asset_9fdb4db2e3fe6848,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260624_124749.png,ads2\assets\2_communication\crop_20260624_124749.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00079_close_asset_db80ab2f7ad7e606.png,close,reviewed,ads2/assets/2_communication,asset_db80ab2f7ad7e606,ads2\assets\2_communication,review_asset,action_target,,,,,file_47a7c77092d6a23c,asset_db80ab2f7ad7e606,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260624_135856.png,ads2\assets\2_communication\crop_20260624_135856.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00080_close_asset_e3aa0c73c537c671.png,close,reviewed,ads2/assets/2_communication,asset_e3aa0c73c537c671,ads2\assets\2_communication,review_asset,action_target,,,,,file_8b7e4501d69fc05e,asset_e3aa0c73c537c671,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260625_144957.png,ads2\assets\2_communication\crop_20260625_144957.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00081_close_asset_fe436527d7d5643c.png,close,reviewed,ads2/assets/2_communication,asset_fe436527d7d5643c,ads2\assets\2_communication,review_asset,action_target,,,,,file_9e6b84838134767c,asset_fe436527d7d5643c,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260629_105851.png,ads2\assets\2_communication\crop_20260629_105851.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00082_close_asset_927b02d71a0d5e87.png,close,reviewed,ads2/assets/2_communication,asset_927b02d71a0d5e87,ads2\assets\2_communication,review_asset,action_target,,,,,file_f0b17f060d69863e,asset_927b02d71a0d5e87,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260630_190348.png,ads2\assets\2_communication\crop_20260630_190348.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00083_close_asset_384d89598f4f57fc.png,close,reviewed,ads2/assets/2_communication,asset_384d89598f4f57fc,ads2\assets\2_communication,review_asset,action_target,,,,,file_0ef091930694a23b,asset_384d89598f4f57fc,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260703_094330.png,ads2\assets\2_communication\crop_20260703_094330.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00084_close_asset_0f7f87e6da29ae62.png,close,reviewed,ads2/assets/2_communication,asset_0f7f87e6da29ae62,ads2\assets\2_communication,review_asset,action_target,,,,,file_693b9a9b04de9486,asset_0f7f87e6da29ae62,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260703_095054.png,ads2\assets\2_communication\crop_20260703_095054.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00085_close_asset_0adb2ecfead6543b.png,close,reviewed,ads2/assets/2_communication,asset_0adb2ecfead6543b,ads2\assets\2_communication,review_asset,action_target,,,,,file_606d468a5c0dccd5,asset_0adb2ecfead6543b,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260703_113909.png,ads2\assets\2_communication\crop_20260703_113909.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00086_close_asset_d9b4a93cc253ae66.png,close,reviewed,ads2/assets/2_communication,asset_d9b4a93cc253ae66,ads2\assets\2_communication,review_asset,action_target,,,,,file_b7dda09f0cbc0eaf,asset_d9b4a93cc253ae66,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260708_161712.png,ads2\assets\2_communication\crop_20260708_161712.png,ads,crop,review_asset,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00087_close_asset_0db3aa10d25f2d41.png,close,reviewed,ads2/assets/review_crops,asset_0db3aa10d25f2d41,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_f25efae1970613c3,asset_0db3aa10d25f2d41,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_042257_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_042257_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00088_close_asset_5458b3827ef7a8ca.png,close,reviewed,ads2/assets/review_crops,asset_5458b3827ef7a8ca,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_ba3e91518bbe9ff4,asset_5458b3827ef7a8ca,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_042353_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_042353_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00089_close_asset_cef23608dc872452.png,close,reviewed,ads2/assets/review_crops,asset_cef23608dc872452,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_52db98461437be18,asset_cef23608dc872452,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_042429_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_042429_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00090_close_asset_98e1db61d8ee29c9.png,close,reviewed,ads2/assets/review_crops,asset_98e1db61d8ee29c9,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_5f34bb9564706fee,asset_98e1db61d8ee29c9,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_043419_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_043419_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00091_close_asset_44cce56142a53ecb.png,close,reviewed,ads2/assets/review_crops,asset_44cce56142a53ecb,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_4c895d9147a8f08e,asset_44cce56142a53ecb,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_043707_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_043707_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00092_close_asset_c889af42d3e373fc.png,close,reviewed,ads2/assets/review_crops,asset_c889af42d3e373fc,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_23a53344b9c60761,asset_c889af42d3e373fc,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_044156_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_044156_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00093_close_asset_3357841f0220f11b.png,close,reviewed,ads2/assets/review_crops,asset_3357841f0220f11b,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_77d55db681bf8b24,asset_3357841f0220f11b,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_044653_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_044653_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00094_close_asset_d817f8eddbd0f0f8.png,close,reviewed,ads2/assets/review_crops,asset_d817f8eddbd0f0f8,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_747fb3dafbccfcaf,asset_d817f8eddbd0f0f8,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_044717_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_044717_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00095_close_asset_9bd83ce1a9915ca0.png,close,reviewed,ads2/assets/review_crops,asset_9bd83ce1a9915ca0,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_08e5bb9706d14b67,asset_9bd83ce1a9915ca0,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_045316_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_045316_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00096_close_asset_7e25ffb66d6ac8ce.png,close,reviewed,ads2/assets/review_crops,asset_7e25ffb66d6ac8ce,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_c4807ae8af466acd,asset_7e25ffb66d6ac8ce,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_045709_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_045709_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00097_close_asset_41144c8a32bd4ecc.png,close,reviewed,ads2/assets/review_crops,asset_41144c8a32bd4ecc,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_66efb2934ca0bdfd,asset_41144c8a32bd4ecc,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_045743_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_045743_roi_0.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00098_close_asset_39299fffba65c9ba.png,close,reviewed,ads2/assets/review_crops,asset_39299fffba65c9ba,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_31db8e5d2492b245,asset_39299fffba65c9ba,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_052002_roi_15.png,ads2\assets\review_crops\ad_issue_20260606_052002_roi_15.png,ads,crop,candidate_crop,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00099_close_asset_917bc11cb365ab77.png,close,reviewed,ads2/assets/review_crops,asset_917bc11cb365ab77,ads2\assets\review_crops,candidate_crop,action_target,,,,,file_48040a14334f0d46,asset_917bc11cb365ab77,D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_052302_roi_0.png,ads2\assets\review_crops\ad_issue_20260606_052302_roi_0.png,ads,crop,candidate_crop,raw,action_target,
